   0, 0.967,    68, 0.947,    59, 0.940,   106, 0.973,    61, 0.987,    51,   2, 1.01, 0.50, 1.02
   1, 0.953,   142, 0.947,    96, 0.960,   108, 0.967,   127, 0.960,    88,   2, 1.01, 0.50, 1.03
   2, 0.940,    76, 0.973,    63, 0.927,   127, 0.947,    50, 0.960,    71,   2, 1.01, 0.50, 1.04
   3, 0.980,    64, 0.940,    55, 0.947,   204, 0.947,    82, 0.940,    42,   2, 1.01, 0.50, 1.05
   4, 0.947,   135, 0.980,    72, 0.973,    58, 0.960,    54, 0.960,   116,   2, 1.01, 0.50, 1.06
   5, 0.953,    62, 0.960,    72, 0.967,    39, 0.933,    83, 0.973,    57,   2, 1.01, 0.60, 1.02
   6, 0.973,   120, 0.980,    52, 0.947,   113, 0.960,    61, 0.947,    83,   2, 1.01, 0.60, 1.03
   7, 0.960,    93, 0.987,    67, 0.953,    83, 0.973,    80, 0.967,    36,   2, 1.01, 0.60, 1.04
   8, 0.953,    37, 0.960,    53, 0.940,    87, 0.953,    51, 0.960,    48,   2, 1.01, 0.60, 1.05
   9, 0.987,    55, 0.947,    77, 0.960,    50, 0.947,   147, 0.953,    88,   2, 1.01, 0.60, 1.06
  10, 0.940,    54, 0.967,    52, 0.953,    67, 0.947,    50, 0.980,    47,   2, 1.01, 0.70, 1.02
  11, 0.953,    56, 0.947,    51, 0.967,    50, 0.967,    72, 0.947,    61,   2, 1.01, 0.70, 1.03
  12, 0.947,   144, 0.953,    61, 0.967,    87, 0.960,    56, 0.980,    49,   2, 1.01, 0.70, 1.04
  13, 0.953,    52, 0.953,    48, 0.947,    64, 0.987,    76, 0.973,    68,   2, 1.01, 0.70, 1.05
  14, 0.960,    79, 0.940,    66, 0.940,    97, 0.973,    46, 0.933,    56,   2, 1.01, 0.70, 1.06
  15, 0.960,    54, 0.960,    87, 0.967,   108, 0.967,    68, 0.953,    45,   2, 1.01, 0.80, 1.02
  16, 0.953,    49, 0.973,    49, 0.967,    44, 0.953,    53, 0.960,    54,   2, 1.01, 0.80, 1.03
  17, 0.973,    77, 0.980,    59, 0.967,    98, 0.960,    75, 0.967,   102,   2, 1.01, 0.80, 1.04
  18, 0.960,    88, 0.967,   715, 0.933,    61, 0.967,   148, 0.980,   149,   2, 1.01, 0.80, 1.05
  19, 0.960,    84, 0.960,    85, 0.947,    51, 0.947,    67, 0.953,    38,   2, 1.01, 0.80, 1.06
  20, 0.953,    44, 0.933,    53, 0.967,    54, 0.973,    61, 0.987,    58,   2, 1.01, 0.90, 1.02
  21, 0.953,    85, 0.947,   160, 0.933,  2001, 0.947,    51, 0.953,   128,   2, 1.01, 0.90, 1.03
  22, 0.960,    59, 0.967,   141, 0.947,   103, 0.980,    72, 0.980,    53,   2, 1.01, 0.90, 1.04
  23, 0.947,    51, 0.960,   226, 0.967,    82, 0.960,    52, 0.947,    55,   2, 1.01, 0.90, 1.05
  24, 0.960,    67, 0.973,    42, 0.980,    66, 0.940,    90, 0.953,    67,   2, 1.01, 0.90, 1.06
  25, 0.947,    72, 0.913,    71, 0.953,    67, 0.940,    52, 0.953,    51,   2, 1.03, 0.50, 1.02
  26, 0.980,    39, 0.987,    42, 0.940,   196, 0.960,    81, 0.973,    58,   2, 1.03, 0.50, 1.03
  27, 0.947,    74, 0.960,   130, 0.967,    36, 0.947,   225, 0.960,   125,   2, 1.03, 0.50, 1.04
  28, 0.960,    59, 0.973,    68, 0.947,   100, 0.973,    40, 0.960,    69,   2, 1.03, 0.50, 1.05
  29, 0.973,   132, 0.947,    38, 0.973,   107, 0.953,    43, 0.960,    80,   2, 1.03, 0.50, 1.06
  30, 0.953,    74, 0.953,    98, 0.960,    65, 0.940,  2001, 0.953,    71,   2, 1.03, 0.60, 1.02
  31, 0.967,    45, 0.980,   103, 0.940,    46, 0.953,    55, 0.967,    75,   2, 1.03, 0.60, 1.03
  32, 0.953,   118, 0.927,    49, 0.967,    53, 0.953,    91, 0.947,    61,   2, 1.03, 0.60, 1.04
  33, 0.953,   128, 0.973,    38, 0.953,    47, 0.953,   101, 0.940,   107,   2, 1.03, 0.60, 1.05
  34, 0.940,   100, 0.960,    83, 0.987,    50, 0.913,    50, 0.973,    50,   2, 1.03, 0.60, 1.06
  35, 0.953,    53, 0.967,   125, 0.967,    53, 0.913,    42, 0.973,    78,   2, 1.03, 0.70, 1.02
  36, 0.940,    78, 0.960,   122, 0.960,    48, 0.947,   260, 0.953,    57,   2, 1.03, 0.70, 1.03
  37, 0.987,    40, 0.940,    38, 0.960,   114, 0.967,    52, 0.953,  2001,   2, 1.03, 0.70, 1.04
  38, 0.947,    89, 0.987,    51, 0.940,   173, 0.947,    44, 0.953,   136,   2, 1.03, 0.70, 1.05
  39, 0.960,    52, 0.973,    48, 0.953,    83, 0.947,    63, 0.973,   158,   2, 1.03, 0.70, 1.06
  40, 0.960,  2001, 0.953,    81, 0.960,    63, 0.973,    59, 0.973,    63,   2, 1.03, 0.80, 1.02
  41, 0.967,    98, 0.947,   111, 0.920,    72, 0.967,    53, 0.960,    81,   2, 1.03, 0.80, 1.03
  42, 0.953,    74, 0.960,  2001, 0.947,    71, 0.947,    87, 0.973,    57,   2, 1.03, 0.80, 1.04
  43, 0.947,    37, 0.933,   454, 0.953,    80, 0.967,    51, 0.980,    50,   2, 1.03, 0.80, 1.05
  44, 0.980,    75, 0.947,    91, 0.960,    47, 0.953,    60, 0.940,   147,   2, 1.03, 0.80, 1.06
  45, 0.953,    92, 0.947,   111, 0.973,    62, 0.947,   460, 0.953,    70,   2, 1.03, 0.90, 1.02
  46, 0.940,    63, 0.960,    50, 0.940,    52, 0.960,   102, 0.967,   106,   2, 1.03, 0.90, 1.03
  47, 0.933,    69, 0.967,    45, 0.947,   141, 0.973,    47, 0.980,    87,   2, 1.03, 0.90, 1.04
  48, 0.933,   115, 0.973,   117, 0.940,    68, 0.960,    84, 0.947,   109,   2, 1.03, 0.90, 1.05
  49, 0.960,    64, 0.940,    63, 0.967,    53, 0.940,   111, 0.940,    69,   2, 1.03, 0.90, 1.06
  50, 0.973,    60, 0.960,    68, 0.953,    60, 0.980,   181, 0.967,    63,   2, 1.05, 0.50, 1.02
  51, 0.953,    75, 0.967,    82, 0.907,    61, 0.967,    41, 0.960,    62,   2, 1.05, 0.50, 1.03
  52, 0.953,  2001, 0.953,    58, 0.933,    84, 0.973,    73, 0.973,    56,   2, 1.05, 0.50, 1.04
  53, 0.967,    53, 0.980,    54, 0.973,    68, 0.967,   174, 0.973,    44,   2, 1.05, 0.50, 1.05
  54, 0.980,    57, 0.967,    90, 0.967,    38, 0.953,   183, 0.993,    93,   2, 1.05, 0.50, 1.06
  55, 0.987,    40, 0.940,    80, 0.960,    73, 0.947,    51, 0.940,   120,   2, 1.05, 0.60, 1.02
  56, 0.973,    87, 0.967,    50, 0.947,    61, 0.960,    47, 0.980,    80,   2, 1.05, 0.60, 1.03
  57, 0.953,    63, 0.960,    50, 0.947,    56, 0.953,    84, 0.953,    88,   2, 1.05, 0.60, 1.04
  58, 0.973,   111, 0.947,    56, 0.947,   130, 0.947,    47, 0.933,    72,   2, 1.05, 0.60, 1.05
  59, 0.960,    39, 0.947,  2001, 0.967,    46, 0.933,    53, 0.940,    52,   2, 1.05, 0.60, 1.06
  60, 0.967,    37, 0.973,   112, 0.947,    59, 0.967,    53, 0.947,   135,   2, 1.05, 0.70, 1.02
  61, 0.960,    59, 0.940,    97, 0.960,    73, 0.940,   380, 0.947,    52,   2, 1.05, 0.70, 1.03
  62, 0.960,    58, 0.947,    61, 0.953,    89, 0.953,    80, 0.960,    85,   2, 1.05, 0.70, 1.04
  63, 0.960,   252, 0.960,    88, 0.933,   158, 0.927,   261, 0.980,  2001,   2, 1.05, 0.70, 1.05
  64, 0.940,    60, 0.960,    72, 0.953,    66, 0.947,    55, 0.967,   163,   2, 1.05, 0.70, 1.06
  65, 0.933,    47, 0.967,   163, 0.927,    52, 0.980,    41, 0.993,    62,   2, 1.05, 0.80, 1.02
  66, 0.933,    50, 0.953,    46, 0.980,   354, 0.947,    70, 0.967,   128,   2, 1.05, 0.80, 1.03
  67, 0.967,    62, 0.960,    84, 0.960,    78, 0.993,    50, 0.953,    42,   2, 1.05, 0.80, 1.04
  68, 0.947,    45, 0.960,    76, 0.960,    54, 0.887,  2001, 0.940,    55,   2, 1.05, 0.80, 1.05
  69, 0.953,    64, 0.933,    62, 0.967,    67, 0.987,    58, 0.953,    69,   2, 1.05, 0.80, 1.06
  70, 0.967,    88, 0.947,    87, 0.953,    39, 0.940,    69, 0.967,    37,   2, 1.05, 0.90, 1.02
  71, 0.967,    63, 0.967,    80, 0.927,   123, 0.947,    55, 0.953,    77,   2, 1.05, 0.90, 1.03
  72, 0.960,    86, 0.967,    54, 0.967,    88, 0.973,   105, 0.960,    55,   2, 1.05, 0.90, 1.04
  73, 0.953,    49, 0.980,    80, 0.940,    80, 0.973,    49, 0.940,    94,   2, 1.05, 0.90, 1.05
  74, 0.927,    63, 0.940,    96, 0.987,    53, 0.947,    82, 0.920,    44,   2, 1.05, 0.90, 1.06
  75, 0.953,   301, 0.967,   138, 0.967,   123, 0.953,    39, 0.920,   135,   2, 1.07, 0.50, 1.02
  76, 0.967,    43, 0.953,   128, 0.933,    57, 0.967,    73, 0.947,    61,   2, 1.07, 0.50, 1.03
  77, 0.947,    66, 0.967,    72, 0.960,    46, 0.953,    41, 0.967,    65,   2, 1.07, 0.50, 1.04
  78, 0.973,    45, 0.960,    71, 0.953,    70, 0.973,    82, 0.953,    96,   2, 1.07, 0.50, 1.05
  79, 0.980,   132, 0.960,    31, 0.993,    64, 0.980,    44, 0.947,   108,   2, 1.07, 0.50, 1.06
  80, 0.967,    31, 0.940,    60, 0.960,    44, 0.987,   131, 0.947,    72,   2, 1.07, 0.60, 1.02
  81, 0.953,    41, 0.960,   101, 0.940,   109, 0.953,    40, 0.960,    79,   2, 1.07, 0.60, 1.03
  82, 0.987,    66, 0.973,    74, 0.953,    50, 0.967,   117, 0.960,    59,   2, 1.07, 0.60, 1.04
  83, 0.973,    99, 0.947,    75, 0.967,    56, 0.947,    41, 0.940,    96,   2, 1.07, 0.60, 1.05
  84, 0.927,    78, 0.953,    86, 0.940,   115, 0.953,    31, 0.927,    57,   2, 1.07, 0.60, 1.06
  85, 0.953,    62, 0.940,    56, 0.933,    93, 0.967,    54, 0.987,    50,   2, 1.07, 0.70, 1.02
  86, 0.953,   135, 0.940,    91, 0.947,    85, 0.967,   146, 0.960,    85,   2, 1.07, 0.70, 1.03
  87, 0.927,    75, 0.967,    73, 0.933,   105, 0.940,    48, 0.967,    64,   2, 1.07, 0.70, 1.04
  88, 0.973,    62, 0.940,    59, 0.947,   135, 0.947,    80, 0.940,    41,   2, 1.07, 0.70, 1.05
