 65, 0.953,    98, 0.967,    61,   0.980,    35,  0.960,    48,  0.973,    76, 0.0185,   3, 1.0100, 0.5000, 1.0333, 
 66, 0.913,    66, 0.960,    73,   0.960,    50,  0.973,    36,  0.940,    51, 0.0199,   3, 1.0100, 0.5000, 1.0466, 
 67, 0.953,    54, 0.980,    46,   0.967,    44,  0.947,    55,  0.973,    59, 0.0199,   3, 1.0100, 0.5000, 1.0600, 
 68, 0.967,    43, 0.960,    81,   0.967,    57,  0.967,    43,  0.973,    54, 0.0199,   3, 1.0100, 0.6300, 1.0200, 
 69, 0.947,    61, 0.947,    69,   0.987,    54,  0.947,    44,  0.980,    51, 0.0181,   3, 1.0100, 0.6300, 1.0333, 
 70, 0.967,    32, 0.940,    55,   0.953,    41,  0.993,   122,  0.980,    46, 0.0197,   3, 1.0100, 0.6300, 1.0466, 
 71, 0.953,    43, 0.987,    60,   0.933,    41,  0.973,    34,  0.967,    38, 0.0198,   3, 1.0100, 0.6300, 1.0600, 
 72, 0.947,    40, 0.960,    84,   0.980,    53,  0.980,    46,  0.967,    45, 0.0198,   3, 1.0100, 0.7600, 1.0200, 
 73, 0.980,    86, 0.960,    88,   0.993,    32,  0.953,    47,  0.973,    41, 0.0199,   3, 1.0100, 0.7600, 1.0333, 
 74, 0.980,    67, 0.953,   128,   0.973,    56,  0.973,    66,  0.973,    52, 0.0199,   3, 1.0100, 0.7600, 1.0466, 
 75, 0.933,    50, 0.973,    41,   0.980,   124,  0.967,    61,  0.987,    46, 0.0190,   3, 1.0100, 0.7600, 1.0600, 
 76, 0.967,    48, 0.947,    39,   0.953,    72,  0.973,    42,  0.973,    44, 0.0199,   3, 1.0100, 0.9000, 1.0200, 
 77, 0.947,    46, 0.940,    65,   0.967,    95,  0.953,    57,  0.947,    43, 0.0197,   3, 1.0100, 0.9000, 1.0333, 
 78, 0.967,    50, 1.000,    33,   0.973,    42,  0.967,    83,  0.980,    88, 0.0199,   3, 1.0100, 0.9000, 1.0466, 
 79, 0.980,    55, 0.980,    35,   0.960,    54,  0.980,    37,  0.973,    55, 0.0198,   3, 1.0100, 0.9000, 1.0600, 
 80, 0.973,   113, 0.960,    37,   0.967,    40,  0.973,    38,  0.967,    36, 0.0184,   3, 1.0366, 0.5000, 1.0200, 
 81, 0.947,    58, 0.960,    60,   0.973,    53,  0.993,    46,  0.953,    46, 0.0179,   3, 1.0366, 0.5000, 1.0333, 
 82, 0.973,    34, 0.953,    79,   0.960,    47,  0.960,    34,  0.973,    51, 0.0196,   3, 1.0366, 0.5000, 1.0466, 
 83, 0.947,    59, 0.953,    76,   0.980,    60,  0.913,    52,  0.973,    73, 0.0198,   3, 1.0366, 0.5000, 1.0600, 
 84, 0.960,    42, 0.960,    68,   0.973,    34,  0.967,    42,  0.980,    32, 0.0196,   3, 1.0366, 0.6300, 1.0200, 
 85, 0.967,    60, 0.987,    37,   0.967,    37,  0.973,    47,  0.947,    45, 0.0200,   3, 1.0366, 0.6300, 1.0333, 
 86, 0.953,    42, 0.980,    47,   0.980,    61,  0.960,    58,  0.973,    42, 0.0197,   3, 1.0366, 0.6300, 1.0466, 
 87, 0.967,    43, 0.967,    63,   0.967,    51,  0.980,    36,  0.953,    38, 0.0196,   3, 1.0366, 0.6300, 1.0600, 
 88, 0.987,    35, 0.953,    38,   0.980,    34,  0.947,   227,  0.967,    61, 0.0196,   3, 1.0366, 0.7600, 1.0200, 
 89, 0.960,    43, 0.980,    35,   0.960,    45,  0.973,    50,  0.967,    44, 0.0196,   3, 1.0366, 0.7600, 1.0333, 
 90, 0.973,    39, 0.940,    70,   0.987,    55,  0.947,    69,  0.960,    44, 0.0199,   3, 1.0366, 0.7600, 1.0466, 
 91, 0.980,    50, 0.980,    56,   0.953,    39,  0.980,    53,  0.973,    62, 0.0198,   3, 1.0366, 0.7600, 1.0600, 
 92, 0.960,    50, 0.980,    91,   0.980,    59,  0.960,    44,  0.953,    40, 0.0199,   3, 1.0366, 0.9000, 1.0200, 
 93, 0.967,    40, 0.973,    47,   0.960,    44,  0.993,    39,  0.940,    32, 0.0198,   3, 1.0366, 0.9000, 1.0333, 
 94, 0.967,    76, 0.940,    36,   0.980,    35,  0.953,    41,  0.987,    56, 0.0199,   3, 1.0366, 0.9000, 1.0466, 
 95, 0.973,    83, 0.953,   106,   0.967,    58,  0.947,    49,  0.960,    42, 0.0200,   3, 1.0366, 0.9000, 1.0600, 
 96, 0.953,    42, 0.953,    44,   0.960,    62,  0.960,    51,  0.967,    41, 0.0194,   3, 1.0633, 0.5000, 1.0200, 
 97, 0.987,    49, 0.967,    68,   0.973,    37,  0.967,    38,  0.913,    57, 0.0200,   3, 1.0633, 0.5000, 1.0333, 
 98, 0.980,    49, 0.960,    52,   0.980,    42,  0.967,    31,  0.973,    46, 0.0199,   3, 1.0633, 0.5000, 1.0466, 
 99, 0.960,    56, 0.960,    39,   0.980,    50,  0.953,    30,  0.967,    83, 0.0199,   3, 1.0633, 0.5000, 1.0600, 
100, 0.940,    67, 0.973,    44,   0.947,    37,  0.973,    67,  0.987,    74, 0.0200,   3, 1.0633, 0.6300, 1.0200, 
101, 0.960,    43, 0.973,    39,   0.967,    40,  0.967,    29,  0.980,    70, 0.0200,   3, 1.0633, 0.6300, 1.0333, 
102, 0.960,    51, 0.953,    58,   0.987,    56,  0.940,    52,  0.960,    41, 0.0196,   3, 1.0633, 0.6300, 1.0466, 
103, 0.960,    33, 0.967,    39,   0.973,   124,  0.980,    77,  0.980,    80, 0.0198,   3, 1.0633, 0.6300, 1.0600, 
104, 0.967,    67, 0.967,    41,   0.953,    44,  0.953,    60,  0.993,    43, 0.0200,   3, 1.0633, 0.7600, 1.0200, 
105, 0.980,    42, 0.967,    52,   0.967,    64,  0.987,    34,  0.973,    34, 0.0198,   3, 1.0633, 0.7600, 1.0333, 
106, 0.967,    51, 0.953,    43,   0.947,    48,  0.980,    38,  0.953,    43, 0.0197,   3, 1.0633, 0.7600, 1.0466, 
107, 0.973,    42, 0.980,    48,   0.973,    46,  0.953,    49,  0.967,    77, 0.0196,   3, 1.0633, 0.7600, 1.0600, 
108, 0.980,    38, 0.953,    54,   0.960,    55,  0.947,    51,  0.987,    62, 0.0194,   3, 1.0633, 0.9000, 1.0200, 
109, 0.960,    42, 0.967,    65,   0.940,    45,  0.967,    31,  0.980,    52, 0.0198,   3, 1.0633, 0.9000, 1.0333, 
110, 0.967,    74, 0.960,    40,   0.953,    44,  0.953,    48,  0.973,    44, 0.0199,   3, 1.0633, 0.9000, 1.0466, 
111, 0.980,    38, 0.973,    39,   0.960,    62,  0.967,    44,  0.953,    72, 0.0196,   3, 1.0633, 0.9000, 1.0600, 
112, 0.960,    80, 0.953,    41,   0.960,    41,  0.967,    43,  0.980,    40, 0.0199,   3, 1.0900, 0.5000, 1.0200, 
113, 0.953,    69, 0.987,    52,   0.973,   308,  0.967,    41,  0.953,    40, 0.0200,   3, 1.0900, 0.5000, 1.0333, 
114, 0.960,    77, 0.940,    84,   0.973,    48,  0.987,    33,  0.947,    77, 0.0199,   3, 1.0900, 0.5000, 1.0466, 
115, 0.967,    64, 0.947,    40,   0.953,    50,  0.947,    39,  0.987,    64, 0.0194,   3, 1.0900, 0.5000, 1.0600, 
116, 0.960,    41, 0.967,    51,   0.980,    32,  0.967,    32,  0.980,    47, 0.0181,   3, 1.0900, 0.6300, 1.0200, 
117, 0.967,    32, 0.973,    60,   0.953,    60,  0.973,    48,  0.987,    39, 0.0195,   3, 1.0900, 0.6300, 1.0333, 
118, 0.973,    50, 0.967,    68,   0.980,    59,  0.973,    43,  0.947,    55, 0.0200,   3, 1.0900, 0.6300, 1.0466, 
119, 0.940,    47, 0.980,    45,   0.980,    39,  0.953,    41,  0.947,    56, 0.0198,   3, 1.0900, 0.6300, 1.0600, 
120, 0.953,   129, 0.960,    54,   0.967,    45,  0.973,    42,  0.953,    41, 0.0193,   3, 1.0900, 0.7600, 1.0200, 
121, 0.960,    52, 0.980,    40,   0.927,    57,  0.933,    43,  0.960,    46, 0.0199,   3, 1.0900, 0.7600, 1.0333, 
122, 0.967,    48, 0.980,    41,   0.953,    49,  0.967,    50,  0.953,    67, 0.0197,   3, 1.0900, 0.7600, 1.0466, 
123, 0.960,    65, 0.973,    75,   0.947,    82,  0.940,    88,  0.947,    48, 0.0199,   3, 1.0900, 0.7600, 1.0600, 
124, 0.960,    45, 0.967,    44,   0.973,    42,  0.953,    64,  0.967,    42, 0.0199,   3, 1.0900, 0.9000, 1.0200, 
125, 0.953,    66, 0.953,    71,   0.980,    44,  0.933,    71,  0.960,    57, 0.0171,   3, 1.0900, 0.9000, 1.0333, 
126, 0.980,    38, 0.960,    36,   0.960,    52,  0.973,    41,  0.980,    57, 0.0194,   3, 1.0900, 0.9000, 1.0466, 
127, 0.933,   116, 0.967,    39,   0.960,    47,  0.967,    46,  0.980,    49, 0.0200,   3, 1.0900, 0.9000, 1.0600, 
128, 0.987,   104, 0.987,    40,   0.953,    45,  0.980,    53,  0.987,    42, 0.0199,   4, 1.0100, 0.5000, 1.0200, 
129, 0.960,    50, 0.980,    46,   0.987,    40,  0.967,    46,  0.973,    44, 0.0200,   4, 1.0100, 0.5000, 1.0333, 
130, 0.980,    42, 0.940,    64,   0.960,    83,  0.967,    36,  0.967,    91, 0.0198,   4, 1.0100, 0.5000, 1.0466, 
131, 0.980,    35, 0.987,    46,   0.973,    51,  0.947,    43,  0.940,    37, 0.0196,   4, 1.0100, 0.5000, 1.0600, 
132, 0.953,    52, 0.967,    49,   0.980,    45,  0.980,    47,  0.987,    52, 0.0197,   4, 1.0100, 0.6300, 1.0200, 
133, 0.967,    47, 0.967,    42,   0.980,    49,  0.980,    49,  0.967,    42, 0.0198,   4, 1.0100, 0.6300, 1.0333, 
134, 0.973,    44, 0.953,    48,   0.967,    80,  0.980,    53,  0.960,    44, 0.0195,   4, 1.0100, 0.6300, 1.0466, 
135, 0.967,    46, 0.967,    68,   0.987,    43,  0.947,    77,  0.960,    48, 0.0199,   4, 1.0100, 0.6300, 1.0600, 
136, 0.987,    38, 0.987,    47,   0.987,    33,  0.953,    40,  0.960,    36, 0.0196,   4, 1.0100, 0.7600, 1.0200, 
137, 0.960,    35, 0.960,    56,   0.960,    47,  0.973,    35,  0.960,    31, 0.0193,   4, 1.0100, 0.7600, 1.0333, 
138, 0.987,    54, 0.993,    46,   0.973,    34,  0.973,    46,  0.967,    34, 0.0199,   4, 1.0100, 0.7600, 1.0466, 
139, 0.967,    55, 0.947,    54,   0.960,    80,  0.953,    58,  0.987,    50, 0.0200,   4, 1.0100, 0.7600, 1.0600, 
140, 0.960,    68, 0.987,    41,   0.980,    42,  0.993,    39,  0.980,    34, 0.0196,   4, 1.0100, 0.9000, 1.0200, 
141, 0.947,    43, 0.973,    66,   0.947,    37,  0.940,    36,  0.960,    38, 0.0195,   4, 1.0100, 0.9000, 1.0333, 
142, 0.973,    40, 0.973,    58,   0.980,    37,  0.980,    38,  0.967,    50, 0.0199,   4, 1.0100, 0.9000, 1.0466, 
143, 0.987,    36, 0.927,    73,   0.980,    49,  0.953,    50,  0.967,    42, 0.0195,   4, 1.0100, 0.9000, 1.0600, 
144, 0.947,   114, 0.973,    34,   0.947,   114,  0.980,    33,  0.987,    41, 0.0193,   4, 1.0366, 0.5000, 1.0200, 
145, 0.953,    46, 0.940,    61,   0.960,    34,  0.987,    34,  0.967,    42, 0.0197,   4, 1.0366, 0.5000, 1.0333, 
146, 0.947,    43, 0.993,    36,   0.980,    50,  0.967,    29,  0.987,    34, 0.0190,   4, 1.0366, 0.5000, 1.0466, 
147, 0.973,    46, 0.980,    42,   0.960,    82,  0.953,    50,  0.980,    58, 0.0197,   4, 1.0366, 0.5000, 1.0600, 
148, 0.960,    53, 0.953,    64,   0.973,    51,  0.967,    40,  0.967,    45, 0.0197,   4, 1.0366, 0.6300, 1.0200, 
149, 0.993,    41, 0.953,    55,   0.980,    49,  0.967,    45,  0.980,    56, 0.0195,   4, 1.0366, 0.6300, 1.0333, 
150, 0.980,    34, 0.973,    41,   0.980,    40,  0.967,    44,  0.987,    44, 0.0199,   4, 1.0366, 0.6300, 1.0466, 
151, 0.980,    36, 0.973,    36,   0.980,    44,  0.980,    46,  0.953,    40, 0.0199,   4, 1.0366, 0.6300, 1.0600, 
152, 0.993,    42, 0.953,    53,   0.947,    52,  0.987,    40,  0.973,    52, 0.0197,   4, 1.0366, 0.7600, 1.0200, 
153, 0.973,    98, 0.940,    33,   0.980,    93,  0.993,    54,  0.967,    58, 0.0200,   4, 1.0366, 0.7600, 1.0333, 
154, 0.947,    51, 0.953,    47,   0.973,    40,  0.953,    37,  0.960,    58, 0.0199,   4, 1.0366, 0.7600, 1.0466, 
155, 0.987,    33, 0.953,    75,   0.940,    67,  0.973,    59,  0.980,    48, 0.0199,   4, 1.0366, 0.7600, 1.0600, 
156, 0.967,    39, 0.993,    37,   0.973,    64,  0.960,    43,  0.960,    40, 0.0198,   4, 1.0366, 0.9000, 1.0200, 
157, 0.967,    42, 0.973,    39,   0.980,    33,  0.987,    34,  0.973,    82, 0.0197,   4, 1.0366, 0.9000, 1.0333, 
158, 0.967,    46, 0.980,    43,   0.980,    30,  0.953,    94,  0.980,    57, 0.0190,   4, 1.0366, 0.9000, 1.0466, 
159, 0.973,    43, 0.980,    53,   0.973,    30,  0.973,    81,  0.987,    54, 0.0196,   4, 1.0366, 0.9000, 1.0600, 
160, 0.947,    63, 0.973,    51,   0.980,    61,  0.933,    41,  0.967,    37, 0.0194,   4, 1.0633, 0.5000, 1.0200, 
161, 0.960,    34, 0.960,    64,   0.973,    54,  0.960,    55,  0.973,    43, 0.0195,   4, 1.0633, 0.5000, 1.0333, 
162, 0.987,    39, 0.993,    37,   0.987,    57,  0.980,    49,  0.980,    51, 0.0195,   4, 1.0633, 0.5000, 1.0466, 
163, 0.987,    54, 0.933,    36,   0.987,    31,  0.967,    38,  0.967,    34, 0.0200,   4, 1.0633, 0.5000, 1.0600, 
164, 0.960,    38, 0.967,    41,   0.940,   100,  0.960,   102,  0.973,    42, 0.0199,   4, 1.0633, 0.6300, 1.0200, 
165, 0.980,    57, 0.980,    57,   0.980,    84,  0.993,    53,  0.980,    31, 0.0200,   4, 1.0633, 0.6300, 1.0333, 
166, 0.967,    48, 0.960,    63,   0.987,    38,  0.980,    50,  0.973,    40, 0.0195,   4, 1.0633, 0.6300, 1.0466, 
167, 0.987,    40, 0.973,    35,   0.973,    31,  0.967,   108,  0.980,    40, 0.0193,   4, 1.0633, 0.6300, 1.0600, 
168, 0.973,    41, 0.953,    46,   0.967,    38,  0.987,    40,  0.980,    41, 0.0198,   4, 1.0633, 0.7600, 1.0200, 
169, 0.947,    52, 0.967,    52,   0.980,    44,  0.960,    47,  0.973,    41, 0.0198,   4, 1.0633, 0.7600, 1.0333, 
170, 0.967,    34, 0.980,    30,   0.960,    38,  0.973,    60,  0.993,    49, 0.0194,   4, 1.0633, 0.7600, 1.0466, 
171, 0.980,    45, 0.967,    49,   0.960,    35,  0.967,    39,  0.980,    39, 0.0199,   4, 1.0633, 0.7600, 1.0600, 
172, 0.987,    49, 0.973,    32,   0.967,    52,  0.967,    34,  0.973,    36, 0.0199,   4, 1.0633, 0.9000, 1.0200, 
173, 0.973,    36, 0.967,    50,   0.980,    42,  0.967,    58,  0.953,    42, 0.0194,   4, 1.0633, 0.9000, 1.0333, 
174, 0.933,    37, 0.980,    33,   0.967,    49,  0.967,    40,  0.987,    43, 0.0199,   4, 1.0633, 0.9000, 1.0466, 
175, 0.980,    40, 0.960,    81,   0.967,    49,  0.993,    52,  0.960,    46, 0.0200,   4, 1.0633, 0.9000, 1.0600, 
176, 0.960,    51, 0.967,    40,   0.953,    47,  0.973,    45,  0.940,    35, 0.0199,   4, 1.0900, 0.5000, 1.0200, 
177, 0.967,    53, 0.987,    41,   0.987,    29,  0.927,    45,  0.960,    39, 0.0196,   4, 1.0900, 0.5000, 1.0333, 
178, 0.987,    43, 0.953,    48,   0.960,    50,  0.973,    37,  0.980,    37, 0.0197,   4, 1.0900, 0.5000, 1.0466, 
179, 0.960,    42, 0.967,    47,   0.973,    41,  0.980,    42,  0.987,    39, 0.0200,   4, 1.0900, 0.5000, 1.0600, 
180, 0.960,    42, 0.973,    42,   0.940,    49,  0.980,    37,  0.967,    42, 0.0198,   4, 1.0900, 0.6300, 1.0200, 
181, 0.980,    50, 0.953,    41,   0.953,    34,  0.973,    49,  0.987,    44, 0.0198,   4, 1.0900, 0.6300, 1.0333, 
182, 0.980,    32, 0.953,    49,   0.960,    75,  0.973,    41,  0.953,    48, 0.0197,   4, 1.0900, 0.6300, 1.0466, 
183, 0.967,    34, 0.973,    40,   0.987,    32,  0.967,    53,  0.973,    49, 0.0197,   4, 1.0900, 0.6300, 1.0600, 
184, 0.953,    53, 0.967,    42,   0.980,    40,  0.967,    30,  0.967,    43, 0.0195,   4, 1.0900, 0.7600, 1.0200, 
185, 0.973,    39, 0.967,    66,   0.973,    36,  0.973,    60,  0.973,    52, 0.0198,   4, 1.0900, 0.7600, 1.0333, 
186, 0.980,    33, 0.967,    34,   0.980,    45,  0.980,    52,  0.993,    44, 0.0197,   4, 1.0900, 0.7600, 1.0466, 
187, 0.993,    42, 0.953,    39,   0.973,    34,  0.987,    43,  0.973,    53, 0.0195,   4, 1.0900, 0.7600, 1.0600, 
188, 0.967,    62, 0.960,   100,   0.973,    78,  0.973,    37,  0.973,    36, 0.0199,   4, 1.0900, 0.9000, 1.0200, 
189, 0.967,    57, 0.960,    34,   0.960,    35,  0.960,    40,  0.967,    43, 0.0200,   4, 1.0900, 0.9000, 1.0333, 
190, 0.953,    64, 0.953,    48,   0.973,    32,  0.973,    38,  0.960,    36, 0.0197,   4, 1.0900, 0.9000, 1.0466, 
191, 0.980,    49, 0.973,    42,   0.940,    45,  0.973,    43,  0.993,    37, 0.0199,   4, 1.0900, 0.9000, 1.0600, 
192, 0.940,    58, 0.953,    46,   0.973,    32,  0.960,    41,  0.967,    43, 0.0199,   5, 1.0100, 0.5000, 1.0200, 
193, 0.967,    47, 0.973,    48,   0.980,    47,  0.987,    45,  0.980,    36, 0.0195,   5, 1.0100, 0.5000, 1.0333, 
194, 0.987,    88, 0.967,    35,   0.953,    72,  0.967,    41,  0.967,    46, 0.0199,   5, 1.0100, 0.5000, 1.0466, 
