  0, 0.947,    34,   0.947,    35,    0.947,    43,    0.980,    19,     0.960,    41,     0.0396,   2, 1.0100, 0.5000, 1.0200,
  1, 0.960,    45,   0.960,    27,    0.953,    24,    0.933,    22,     0.913,    29,     0.0398,   2, 1.0100, 0.5000, 1.0333,
  2, 0.967,    19,   0.960,    32,    0.953,    47,    0.980,    36,     0.940,    25,     0.0386,   2, 1.0100, 0.5000, 1.0466,
  3, 0.980,    84,   0.973,    58,    0.973,    26,    0.953,    42,     0.967,    21,     0.0398,   2, 1.0100, 0.5000, 1.0600,
  4, 0.933,    19,   0.933,    22,    0.973,    61,    0.940,    17,     0.960,    23,     0.0390,   2, 1.0100, 0.6300, 1.0200,
  5, 0.947,    32,   0.960,    30,    0.967,    52,    0.947,    33,     0.973,    26,     0.0362,   2, 1.0100, 0.6300, 1.0333,
  6, 0.987,    44,   0.953,    35,    0.920,    30,    0.933,    24,     0.967,    23,     0.0399,   2, 1.0100, 0.6300, 1.0466,
  7, 0.973,    37,   0.940,    25,    0.967,    23,    0.973,    33,     0.967,    48,     0.0392,   2, 1.0100, 0.6300, 1.0600,
  8, 0.913,    22,   0.973,    25,    0.987,    19,    0.947,    37,     0.913,    28,     0.0389,   2, 1.0100, 0.7600, 1.0200,
  9, 0.973,    32,   0.933,    43,    0.960,    34,    0.973,    27,     0.953,    48,     0.0397,   2, 1.0100, 0.7600, 1.0333,
 10, 0.947,    40,   0.953,    36,    0.973,    29,    0.900,    46,     0.980,    24,     0.0398,   2, 1.0100, 0.7600, 1.0466,
 11, 0.973,    24,   0.973,    39,    0.920,    25,    0.980,    19,     0.967,    31,     0.0389,   2, 1.0100, 0.7600, 1.0600,
 12, 0.953,    41,   0.980,    21,    0.947,    48,    0.947,    24,     0.920,    20,     0.0397,   2, 1.0100, 0.9000, 1.0200,
 13, 0.927,    20,   0.960,    26,    0.973,    39,    0.980,    44,     0.987,    57,     0.0378,   2, 1.0100, 0.9000, 1.0333,
 14, 0.973,    53,   0.967,    32,    0.933,    20,    0.947,   111,     0.967,    39,     0.0399,   2, 1.0100, 0.9000, 1.0466,
 15, 0.953,    23,   0.940,    20,    0.967,    33,    0.967,    19,     0.947,    28,     0.0400,   2, 1.0100, 0.9000, 1.0600,
 16, 0.967,    31,   0.960,   283,    0.960,    63,    0.940,    38,     0.967,    27,     0.0399,   2, 1.0366, 0.5000, 1.0200,
 17, 0.967,    28,   0.940,    27,    0.933,    16,    0.967,    49,     0.960,    42,     0.0376,   2, 1.0366, 0.5000, 1.0333,
 18, 0.953,    62,   0.973,    48,    0.920,    26,    0.947,    61,     0.953,    26,     0.0400,   2, 1.0366, 0.5000, 1.0466,
 19, 0.913,    50,   0.960,    36,    0.940,    33,    0.947,    31,     0.933,    37,     0.0394,   2, 1.0366, 0.5000, 1.0600,
 20, 0.927,    24,   0.933,    30,    0.960,    28,    0.973,    32,     0.987,    38,     0.0387,   2, 1.0366, 0.6300, 1.0200,
 21, 0.967,   168,   0.927,    17,    0.953,    57,    0.907,    73,     0.967,    37,     0.0400,   2, 1.0366, 0.6300, 1.0333,
